id;control;cultivar;ano;Quantidade (Kg)
33;ti_Seibel;Seibel;1988;19689011
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1988;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1988;0
36;ti_Vênus;Vênus;1988;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1988;27423226
38;br_Baco;Baco;1988;0
39;br_Bokay;Bokay;1988;0
40;br_BRS Bibiana ;BRS Bibiana ;1988;0
41;br_BRSClara;BRS Clara;1988;0
42;br_BRSLorena;BRS Lorena;1988;0
43;br_Couderc13;Couderc 13;1988;2218296
44;br_Delaware;Delaware;1988;0
45;br_DonaZillá;Dona Zillá;1988;0
46;br_DutChess;Dut Chess;1988;0
47;br_Goethe;Goethe;1988;433377
48;br_IAC;IAC;1988;0
49;br_Juliana;Juliana;1988;0
50;br_Martha;Martha;1988;5482
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1988;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1988;0
53;br_Niagara;Niagara;1988;18884834
54;br_NiagaraBranca;Niagara Branca;1988;0
55;br_NiagaraRosada;Niagara Rosada;1988;0
56;br_Poloske;Poloske;1988;0
57;br_Seleções;Seleções;1988;0
58;br_SeyveVillard;Seyve Villard;1988;5881237
59;br_SeyveVillard5276;Seyve Villard 5276;1988;0
60;br_SeyveVillard12375;Seyve Villard 12375;1988;0
61;br_TardiadeCaxias;Tardia de Caxias;1988;0
62;br_Outras;Outras(2);1988;0
1;TINTAS;TINTAS;1989;254480942
2;ti_Bacarina;Bacarina;1989;0
3;ti_Bailey;Bailey;1989;0
4;ti_Bordo;Bordo;1989;32102192
5;ti_Bourdin (S);Bourdin (S);1989;0
6;ti_BRSCarmen;BRS Carmen;1989;0
7;ti_BRSCora;BRS Cora;1989;0
8;ti_BRS Magna;BRS Magna;1989;0
9;ti_BRS Margot;BRS Margot;1989;0
10;ti_BRSMorena;BRS Morena;1989;0
29;ti_BRS Núbia ;BRS Núbia ;1989;0
11;ti_BRS Rúbea;BRS Rúbea;1989;0
12;ti_BRSVioleta;BRS Violeta;1989;0
13;ti_BRS Vitória;BRS Vitória;1989;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1989;0
16;ti_Coleções;Coleções;1989;0
17;ti_Concord;Concord;1989;12222671
18;ti_Concordclone30;Concord clone 30;1989;0
19;ti_Couderc;Couderc;1989;8457905
20;ti_Cynthiana(1);Cynthiana(1);1989;327562
21;ti_Herbemont;Herbemont;1989;29443570
22;ti_IAC138022;IAC 138022;1989;0
23;ti_Isabel;Isabel;1989;159406823
24;ti_IsabelPrecoce;Isabel Precoce;1989;0
25;ti_Jacquez;Jacquez;1989;804883
26;ti_Kyoko;Kyoko;1989;0
27;ti_Landot;Landot;1989;2005
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1989;0
29;ti_Oberlin;Oberlin;1989;276
30;ti_Othello;Othello;1989;72780
31;ti_Paco;Paco;1989;0
32;ti_Patricia;Patricia;1989;0
33;ti_Seibel;Seibel;1989;11640275
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1989;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1989;0
36;ti_Vênus;Vênus;1989;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1989;25521025
38;br_Baco;Baco;1989;448
39;br_Bokay;Bokay;1989;0
40;br_BRS Bibiana ;BRS Bibiana ;1989;0
41;br_BRSClara;BRS Clara;1989;0
42;br_BRSLorena;BRS Lorena;1989;0
43;br_Couderc13;Couderc 13;1989;2614887
44;br_Delaware;Delaware;1989;0
45;br_DonaZillá;Dona Zillá;1989;0
46;br_DutChess;Dut Chess;1989;0
47;br_Goethe;Goethe;1989;328972
48;br_IAC;IAC;1989;0
49;br_Juliana;Juliana;1989;0
50;br_Martha;Martha;1989;8930
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1989;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1989;0
53;br_Niagara;Niagara;1989;17211883
54;br_NiagaraBranca;Niagara Branca;1989;245263
55;br_NiagaraRosada;Niagara Rosada;1989;118763
56;br_Poloske;Poloske;1989;0
57;br_Seleções;Seleções;1989;0
58;br_SeyveVillard;Seyve Villard;1989;4991879
59;br_SeyveVillard5276;Seyve Villard 5276;1989;0
60;br_SeyveVillard12375;Seyve Villard 12375;1989;0
61;br_TardiadeCaxias;Tardia de Caxias;1989;0
62;br_Outras;Outras(2);1989;0
1;TINTAS;TINTAS;1990;314756312
2;ti_Bacarina;Bacarina;1990;0
3;ti_Bailey;Bailey;1990;0
4;ti_Bordo;Bordo;1990;32681255
5;ti_Bourdin (S);Bourdin (S);1990;0
6;ti_BRSCarmen;BRS Carmen;1990;0
7;ti_BRSCora;BRS Cora;1990;0
8;ti_BRS Magna;BRS Magna;1990;0
9;ti_BRS Margot;BRS Margot;1990;0
10;ti_BRSMorena;BRS Morena;1990;0
29;ti_BRS Núbia ;BRS Núbia ;1990;0
11;ti_BRS Rúbea;BRS Rúbea;1990;0
12;ti_BRSVioleta;BRS Violeta;1990;0
13;ti_BRS Vitória;BRS Vitória;1990;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1990;0
16;ti_Coleções;Coleções;1990;0
17;ti_Concord;Concord;1990;15417034
18;ti_Concordclone30;Concord clone 30;1990;0
19;ti_Couderc;Couderc;1990;6959591
20;ti_Cynthiana(1);Cynthiana(1);1990;342604
21;ti_Herbemont;Herbemont;1990;33234026
22;ti_IAC138022;IAC 138022;1990;0
23;ti_Isabel;Isabel;1990;210877130
24;ti_IsabelPrecoce;Isabel Precoce;1990;0
25;ti_Jacquez;Jacquez;1990;995409
26;ti_Kyoko;Kyoko;1990;0
27;ti_Landot;Landot;1990;3243
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1990;0
29;ti_Oberlin;Oberlin;1990;91
30;ti_Othello;Othello;1990;57552
31;ti_Paco;Paco;1990;0
32;ti_Patricia;Patricia;1990;0
33;ti_Seibel;Seibel;1990;14188377
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1990;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1990;0
36;ti_Vênus;Vênus;1990;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1990;28728839
38;br_Baco;Baco;1990;739
39;br_Bokay;Bokay;1990;0
40;br_BRS Bibiana ;BRS Bibiana ;1990;0
41;br_BRSClara;BRS Clara;1990;0
42;br_BRSLorena;BRS Lorena;1990;0
43;br_Couderc13;Couderc 13;1990;2790853
44;br_Delaware;Delaware;1990;0
45;br_DonaZillá;Dona Zillá;1990;0
46;br_DutChess;Dut Chess;1990;0
47;br_Goethe;Goethe;1990;472611
48;br_IAC;IAC;1990;0
49;br_Juliana;Juliana;1990;0
50;br_Martha;Martha;1990;4001
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1990;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1990;0
53;br_Niagara;Niagara;1990;20800524
54;br_NiagaraBranca;Niagara Branca;1990;0
55;br_NiagaraRosada;Niagara Rosada;1990;477502
56;br_Poloske;Poloske;1990;0
57;br_Seleções;Seleções;1990;0
58;br_SeyveVillard;Seyve Villard;1990;4182609
59;br_SeyveVillard5276;Seyve Villard 5276;1990;0
60;br_SeyveVillard12375;Seyve Villard 12375;1990;0
61;br_TardiadeCaxias;Tardia de Caxias;1990;0
62;br_Outras;Outras(2);1990;0
1;TINTAS;TINTAS;1991;217625877
2;ti_Bacarina;Bacarina;1991;0
3;ti_Bailey;Bailey;1991;0
4;ti_Bordo;Bordo;1991;28036345
5;ti_Bourdin (S);Bourdin (S);1991;0
6;ti_BRSCarmen;BRS Carmen;1991;0
7;ti_BRSCora;BRS Cora;1991;0
8;ti_BRS Magna;BRS Magna;1991;0
9;ti_BRS Margot;BRS Margot;1991;0
10;ti_BRSMorena;BRS Morena;1991;0
29;ti_BRS Núbia ;BRS Núbia ;1991;0
11;ti_BRS Rúbea;BRS Rúbea;1991;0
12;ti_BRSVioleta;BRS Violeta;1991;0
13;ti_BRS Vitória;BRS Vitória;1991;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1991;0
16;ti_Coleções;Coleções;1991;0
17;ti_Concord;Concord;1991;14941796
18;ti_Concordclone30;Concord clone 30;1991;0
19;ti_Couderc;Couderc;1991;5270323
20;ti_Cynthiana(1);Cynthiana(1);1991;221319
21;ti_Herbemont;Herbemont;1991;24856167
22;ti_IAC138022;IAC 138022;1991;0
23;ti_Isabel;Isabel;1991;132328198
24;ti_IsabelPrecoce;Isabel Precoce;1991;0
25;ti_Jacquez;Jacquez;1991;1687679
26;ti_Kyoko;Kyoko;1991;0
27;ti_Landot;Landot;1991;5831
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1991;0
29;ti_Oberlin;Oberlin;1991;0
30;ti_Othello;Othello;1991;50940
31;ti_Paco;Paco;1991;0
32;ti_Patricia;Patricia;1991;0
33;ti_Seibel;Seibel;1991;10227279
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1991;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1991;0
36;ti_Vênus;Vênus;1991;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1991;23233994
38;br_Baco;Baco;1991;1699
39;br_Bokay;Bokay;1991;0
40;br_BRS Bibiana ;BRS Bibiana ;1991;0
41;br_BRSClara;BRS Clara;1991;0
42;br_BRSLorena;BRS Lorena;1991;0
43;br_Couderc13;Couderc 13;1991;2506363
44;br_Delaware;Delaware;1991;0
45;br_DonaZillá;Dona Zillá;1991;0
46;br_DutChess;Dut Chess;1991;0
47;br_Goethe;Goethe;1991;431040
48;br_IAC;IAC;1991;0
49;br_Juliana;Juliana;1991;0
50;br_Martha;Martha;1991;1449
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1991;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1991;0
53;br_Niagara;Niagara;1991;17234514
54;br_NiagaraBranca;Niagara Branca;1991;0
55;br_NiagaraRosada;Niagara Rosada;1991;245082
56;br_Poloske;Poloske;1991;0
57;br_Seleções;Seleções;1991;0
58;br_SeyveVillard;Seyve Villard;1991;2813847
59;br_SeyveVillard5276;Seyve Villard 5276;1991;0
60;br_SeyveVillard12375;Seyve Villard 12375;1991;0
61;br_TardiadeCaxias;Tardia de Caxias;1991;0
62;br_Outras;Outras(2);1991;0
1;TINTAS;TINTAS;1992;263373326
2;ti_Bacarina;Bacarina;1992;0
3;ti_Bailey;Bailey;1992;0
4;ti_Bordo;Bordo;1992;32595535
5;ti_Bourdin (S);Bourdin (S);1992;0
6;ti_BRSCarmen;BRS Carmen;1992;0
7;ti_BRSCora;BRS Cora;1992;0
8;ti_BRS Magna;BRS Magna;1992;0
9;ti_BRS Margot;BRS Margot;1992;0
10;ti_BRSMorena;BRS Morena;1992;0
29;ti_BRS Núbia ;BRS Núbia ;1992;0
11;ti_BRS Rúbea;BRS Rúbea;1992;0
12;ti_BRSVioleta;BRS Violeta;1992;0
13;ti_BRS Vitória;BRS Vitória;1992;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1992;0
16;ti_Coleções;Coleções;1992;0
17;ti_Concord;Concord;1992;14188621
18;ti_Concordclone30;Concord clone 30;1992;0
19;ti_Couderc;Couderc;1992;6545413
20;ti_Cynthiana(1);Cynthiana(1);1992;321747
21;ti_Herbemont;Herbemont;1992;29784144
22;ti_IAC138022;IAC 138022;1992;0
23;ti_Isabel;Isabel;1992;164527740
24;ti_IsabelPrecoce;Isabel Precoce;1992;0
25;ti_Jacquez;Jacquez;1992;1586195
26;ti_Kyoko;Kyoko;1992;0
27;ti_Landot;Landot;1992;1472
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1992;0
29;ti_Oberlin;Oberlin;1992;0
30;ti_Othello;Othello;1992;37109
31;ti_Paco;Paco;1992;0
32;ti_Patricia;Patricia;1992;0
33;ti_Seibel;Seibel;1992;13785350
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1992;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1992;0
36;ti_Vênus;Vênus;1992;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1992;19198967
38;br_Baco;Baco;1992;1262
39;br_Bokay;Bokay;1992;0
40;br_BRS Bibiana ;BRS Bibiana ;1992;0
41;br_BRSClara;BRS Clara;1992;0
42;br_BRSLorena;BRS Lorena;1992;0
43;br_Couderc13;Couderc 13;1992;3007751
44;br_Delaware;Delaware;1992;0
45;br_DonaZillá;Dona Zillá;1992;0
46;br_DutChess;Dut Chess;1992;0
47;br_Goethe;Goethe;1992;74765
48;br_IAC;IAC;1992;0
49;br_Juliana;Juliana;1992;0
50;br_Martha;Martha;1992;2100
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1992;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1992;0
53;br_Niagara;Niagara;1992;12657729
54;br_NiagaraBranca;Niagara Branca;1992;0
55;br_NiagaraRosada;Niagara Rosada;1992;388417
56;br_Poloske;Poloske;1992;0
57;br_Seleções;Seleções;1992;0
58;br_SeyveVillard;Seyve Villard;1992;3066943
59;br_SeyveVillard5276;Seyve Villard 5276;1992;0
60;br_SeyveVillard12375;Seyve Villard 12375;1992;0
61;br_TardiadeCaxias;Tardia de Caxias;1992;0
62;br_Outras;Outras(2);1992;0
1;TINTAS;TINTAS;1993;258584904
2;ti_Bacarina;Bacarina;1993;0
3;ti_Bailey;Bailey;1993;0
4;ti_Bordo;Bordo;1993;31680138
5;ti_Bourdin (S);Bourdin (S);1993;0
6;ti_BRSCarmen;BRS Carmen;1993;0
7;ti_BRSCora;BRS Cora;1993;0
8;ti_BRS Magna;BRS Magna;1993;0
9;ti_BRS Margot;BRS Margot;1993;0
10;ti_BRSMorena;BRS Morena;1993;0
29;ti_BRS Núbia ;BRS Núbia ;1993;0
11;ti_BRS Rúbea;BRS Rúbea;1993;0
12;ti_BRSVioleta;BRS Violeta;1993;0
13;ti_BRS Vitória;BRS Vitória;1993;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1993;0
16;ti_Coleções;Coleções;1993;0
17;ti_Concord;Concord;1993;19215089
18;ti_Concordclone30;Concord clone 30;1993;0
19;ti_Couderc;Couderc;1993;7880808
20;ti_Cynthiana(1);Cynthiana(1);1993;394647
21;ti_Herbemont;Herbemont;1993;25696041
22;ti_IAC138022;IAC 138022;1993;0
23;ti_Isabel;Isabel;1993;160040350
24;ti_IsabelPrecoce;Isabel Precoce;1993;0
25;ti_Jacquez;Jacquez;1993;1511782
26;ti_Kyoko;Kyoko;1993;0
27;ti_Landot;Landot;1993;575
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1993;0
29;ti_Oberlin;Oberlin;1993;0
30;ti_Othello;Othello;1993;65870
31;ti_Paco;Paco;1993;0
32;ti_Patricia;Patricia;1993;0
33;ti_Seibel;Seibel;1993;12099604
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1993;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1993;0
36;ti_Vênus;Vênus;1993;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1993;28443405
38;br_Baco;Baco;1993;0
39;br_Bokay;Bokay;1993;0
40;br_BRS Bibiana ;BRS Bibiana ;1993;0
41;br_BRSClara;BRS Clara;1993;0
42;br_BRSLorena;BRS Lorena;1993;0
43;br_Couderc13;Couderc 13;1993;2841307
44;br_Delaware;Delaware;1993;0
45;br_DonaZillá;Dona Zillá;1993;0
46;br_DutChess;Dut Chess;1993;0
47;br_Goethe;Goethe;1993;76160
48;br_IAC;IAC;1993;0
49;br_Juliana;Juliana;1993;0
50;br_Martha;Martha;1993;0
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1993;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1993;0
53;br_Niagara;Niagara;1993;21246181
54;br_NiagaraBranca;Niagara Branca;1993;0
55;br_NiagaraRosada;Niagara Rosada;1993;919565
56;br_Poloske;Poloske;1993;0
57;br_Seleções;Seleções;1993;0
58;br_SeyveVillard;Seyve Villard;1993;3360192
59;br_SeyveVillard5276;Seyve Villard 5276;1993;0
60;br_SeyveVillard12375;Seyve Villard 12375;1993;0
61;br_TardiadeCaxias;Tardia de Caxias;1993;0
62;br_Outras;Outras(2);1993;0
1;TINTAS;TINTAS;1994;298954232
2;ti_Bacarina;Bacarina;1994;0
3;ti_Bailey;Bailey;1994;0
4;ti_Bordo;Bordo;1994;35680856
5;ti_Bourdin (S);Bourdin (S);1994;78952
6;ti_BRSCarmen;BRS Carmen;1994;0
7;ti_BRSCora;BRS Cora;1994;0
8;ti_BRS Magna;BRS Magna;1994;0
9;ti_BRS Margot;BRS Margot;1994;0
10;ti_BRSMorena;BRS Morena;1994;0
29;ti_BRS Núbia ;BRS Núbia ;1994;0
11;ti_BRS Rúbea;BRS Rúbea;1994;0
12;ti_BRSVioleta;BRS Violeta;1994;0
13;ti_BRS Vitória;BRS Vitória;1994;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1994;0
16;ti_Coleções;Coleções;1994;0
17;ti_Concord;Concord;1994;21325339
18;ti_Concordclone30;Concord clone 30;1994;0
19;ti_Couderc;Couderc;1994;10306977
20;ti_Cynthiana(1);Cynthiana(1);1994;304456
21;ti_Herbemont;Herbemont;1994;29001540
22;ti_IAC138022;IAC 138022;1994;508580
23;ti_Isabel;Isabel;1994;176725596
24;ti_IsabelPrecoce;Isabel Precoce;1994;0
25;ti_Jacquez;Jacquez;1994;4133466
26;ti_Kyoko;Kyoko;1994;0
27;ti_Landot;Landot;1994;1760
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1994;0
29;ti_Oberlin;Oberlin;1994;62
30;ti_Othello;Othello;1994;70019
31;ti_Paco;Paco;1994;0
32;ti_Patricia;Patricia;1994;0
33;ti_Seibel;Seibel;1994;20816629
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1994;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1994;0
36;ti_Vênus;Vênus;1994;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1994;29216963
38;br_Baco;Baco;1994;1952
39;br_Bokay;Bokay;1994;0
40;br_BRS Bibiana ;BRS Bibiana ;1994;0
41;br_BRSClara;BRS Clara;1994;0
42;br_BRSLorena;BRS Lorena;1994;0
43;br_Couderc13;Couderc 13;1994;2341773
44;br_Delaware;Delaware;1994;0
45;br_DonaZillá;Dona Zillá;1994;0
46;br_DutChess;Dut Chess;1994;0
47;br_Goethe;Goethe;1994;361587
48;br_IAC;IAC;1994;0
49;br_Juliana;Juliana;1994;0
50;br_Martha;Martha;1994;0
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1994;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1994;0
53;br_Niagara;Niagara;1994;21892480
54;br_NiagaraBranca;Niagara Branca;1994;94323
55;br_NiagaraRosada;Niagara Rosada;1994;1552087
56;br_Poloske;Poloske;1994;0
57;br_Seleções;Seleções;1994;0
58;br_SeyveVillard;Seyve Villard;1994;2818418
59;br_SeyveVillard5276;Seyve Villard 5276;1994;0
60;br_SeyveVillard12375;Seyve Villard 12375;1994;154343
61;br_TardiadeCaxias;Tardia de Caxias;1994;0
62;br_Outras;Outras(2);1994;0
1;TINTAS;TINTAS;1995;313953430
2;ti_Bacarina;Bacarina;1995;0
3;ti_Bailey;Bailey;1995;0
4;ti_Bordo;Bordo;1995;36409536
5;ti_Bourdin (S);Bourdin (S);1995;0
6;ti_BRSCarmen;BRS Carmen;1995;0
7;ti_BRSCora;BRS Cora;1995;0
8;ti_BRS Magna;BRS Magna;1995;0
9;ti_BRS Margot;BRS Margot;1995;0
10;ti_BRSMorena;BRS Morena;1995;0
29;ti_BRS Núbia ;BRS Núbia ;1995;0
11;ti_BRS Rúbea;BRS Rúbea;1995;0
12;ti_BRSVioleta;BRS Violeta;1995;0
13;ti_BRS Vitória;BRS Vitória;1995;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1995;0
16;ti_Coleções;Coleções;1995;0
17;ti_Concord;Concord;1995;19710821
18;ti_Concordclone30;Concord clone 30;1995;0
19;ti_Couderc;Couderc;1995;8015634
20;ti_Cynthiana(1);Cynthiana(1);1995;368619
21;ti_Herbemont;Herbemont;1995;31362294
22;ti_IAC138022;IAC 138022;1995;0
23;ti_Isabel;Isabel;1995;199803720
24;ti_IsabelPrecoce;Isabel Precoce;1995;0
25;ti_Jacquez;Jacquez;1995;1662439
26;ti_Kyoko;Kyoko;1995;0
27;ti_Landot;Landot;1995;935
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1995;0
29;ti_Oberlin;Oberlin;1995;0
30;ti_Othello;Othello;1995;43847
31;ti_Paco;Paco;1995;0
32;ti_Patricia;Patricia;1995;0
33;ti_Seibel;Seibel;1995;16575585
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1995;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1995;0
36;ti_Vênus;Vênus;1995;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1995;30114221
38;br_Baco;Baco;1995;1048
39;br_Bokay;Bokay;1995;0
40;br_BRS Bibiana ;BRS Bibiana ;1995;0
41;br_BRSClara;BRS Clara;1995;0
42;br_BRSLorena;BRS Lorena;1995;0
43;br_Couderc13;Couderc 13;1995;3376162
44;br_Delaware;Delaware;1995;0
45;br_DonaZillá;Dona Zillá;1995;0
46;br_DutChess;Dut Chess;1995;0
47;br_Goethe;Goethe;1995;47140
48;br_IAC;IAC;1995;0
49;br_Juliana;Juliana;1995;0
50;br_Martha;Martha;1995;4454
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1995;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1995;0
53;br_Niagara;Niagara;1995;22138607
54;br_NiagaraBranca;Niagara Branca;1995;0
55;br_NiagaraRosada;Niagara Rosada;1995;1454485
56;br_Poloske;Poloske;1995;0
57;br_Seleções;Seleções;1995;0
58;br_SeyveVillard;Seyve Villard;1995;3092325
59;br_SeyveVillard5276;Seyve Villard 5276;1995;0
60;br_SeyveVillard12375;Seyve Villard 12375;1995;0
61;br_TardiadeCaxias;Tardia de Caxias;1995;0
62;br_Outras;Outras(2);1995;0
1;TINTAS;TINTAS;1996;231499856
2;ti_Bacarina;Bacarina;1996;0
3;ti_Bailey;Bailey;1996;0
4;ti_Bordo;Bordo;1996;31280138
5;ti_Bourdin (S);Bourdin (S);1996;0
6;ti_BRSCarmen;BRS Carmen;1996;0
7;ti_BRSCora;BRS Cora;1996;0
8;ti_BRS Magna;BRS Magna;1996;0
9;ti_BRS Margot;BRS Margot;1996;0
10;ti_BRSMorena;BRS Morena;1996;0
29;ti_BRS Núbia ;BRS Núbia ;1996;0
11;ti_BRS Rúbea;BRS Rúbea;1996;0
12;ti_BRSVioleta;BRS Violeta;1996;0
13;ti_BRS Vitória;BRS Vitória;1996;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1996;0
16;ti_Coleções;Coleções;1996;0
17;ti_Concord;Concord;1996;16894753
18;ti_Concordclone30;Concord clone 30;1996;0
19;ti_Couderc;Couderc;1996;8736532
20;ti_Cynthiana(1);Cynthiana(1);1996;415262
21;ti_Herbemont;Herbemont;1996;21055147
22;ti_IAC138022;IAC 138022;1996;0
23;ti_Isabel;Isabel;1996;137107664
24;ti_IsabelPrecoce;Isabel Precoce;1996;0
25;ti_Jacquez;Jacquez;1996;1817283
26;ti_Kyoko;Kyoko;1996;0
27;ti_Landot;Landot;1996;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1996;0
29;ti_Oberlin;Oberlin;1996;0
30;ti_Othello;Othello;1996;25953
31;ti_Paco;Paco;1996;0
32;ti_Patricia;Patricia;1996;0
33;ti_Seibel;Seibel;1996;14167124
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1996;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1996;0
36;ti_Vênus;Vênus;1996;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1996;21299828
38;br_Baco;Baco;1996;1482
39;br_Bokay;Bokay;1996;0
40;br_BRS Bibiana ;BRS Bibiana ;1996;0
41;br_BRSClara;BRS Clara;1996;0
42;br_BRSLorena;BRS Lorena;1996;0
43;br_Couderc13;Couderc 13;1996;2627423
44;br_Delaware;Delaware;1996;0
45;br_DonaZillá;Dona Zillá;1996;0
46;br_DutChess;Dut Chess;1996;0
47;br_Goethe;Goethe;1996;341189
48;br_IAC;IAC;1996;0
49;br_Juliana;Juliana;1996;0
50;br_Martha;Martha;1996;995
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1996;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1996;0
53;br_Niagara;Niagara;1996;14560449
54;br_NiagaraBranca;Niagara Branca;1996;15406
55;br_NiagaraRosada;Niagara Rosada;1996;1391996
56;br_Poloske;Poloske;1996;0
57;br_Seleções;Seleções;1996;0
58;br_SeyveVillard;Seyve Villard;1996;2311312
59;br_SeyveVillard5276;Seyve Villard 5276;1996;0
60;br_SeyveVillard12375;Seyve Villard 12375;1996;0
61;br_TardiadeCaxias;Tardia de Caxias;1996;0
62;br_Outras;Outras(2);1996;49576
1;TINTAS;TINTAS;1997;276583456
2;ti_Bacarina;Bacarina;1997;0
3;ti_Bailey;Bailey;1997;0
4;ti_Bordo;Bordo;1997;32904803
5;ti_Bourdin (S);Bourdin (S);1997;0
6;ti_BRSCarmen;BRS Carmen;1997;0
7;ti_BRSCora;BRS Cora;1997;0
8;ti_BRS Magna;BRS Magna;1997;0
9;ti_BRS Margot;BRS Margot;1997;0
10;ti_BRSMorena;BRS Morena;1997;0
29;ti_BRS Núbia ;BRS Núbia ;1997;0
11;ti_BRS Rúbea;BRS Rúbea;1997;0
12;ti_BRSVioleta;BRS Violeta;1997;0
13;ti_BRS Vitória;BRS Vitória;1997;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1997;0
16;ti_Coleções;Coleções;1997;0
17;ti_Concord;Concord;1997;25314872
18;ti_Concordclone30;Concord clone 30;1997;0
19;ti_Couderc;Couderc;1997;10236308
20;ti_Cynthiana(1);Cynthiana(1);1997;470750
21;ti_Herbemont;Herbemont;1997;24288342
22;ti_IAC138022;IAC 138022;1997;0
23;ti_Isabel;Isabel;1997;162509173
24;ti_IsabelPrecoce;Isabel Precoce;1997;0
25;ti_Jacquez;Jacquez;1997;1913297
26;ti_Kyoko;Kyoko;1997;0
27;ti_Landot;Landot;1997;0
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1997;0
29;ti_Oberlin;Oberlin;1997;0
30;ti_Othello;Othello;1997;31225
31;ti_Paco;Paco;1997;0
32;ti_Patricia;Patricia;1997;0
33;ti_Seibel;Seibel;1997;18914686
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1997;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1997;0
36;ti_Vênus;Vênus;1997;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1997;42990852
38;br_Baco;Baco;1997;1030
39;br_Bokay;Bokay;1997;0
40;br_BRS Bibiana ;BRS Bibiana ;1997;0
41;br_BRSClara;BRS Clara;1997;0
42;br_BRSLorena;BRS Lorena;1997;0
43;br_Couderc13;Couderc 13;1997;3702369
44;br_Delaware;Delaware;1997;0
45;br_DonaZillá;Dona Zillá;1997;0
46;br_DutChess;Dut Chess;1997;0
47;br_Goethe;Goethe;1997;337063
48;br_IAC;IAC;1997;0
49;br_Juliana;Juliana;1997;0
